Country,Province/Territory,District/Agency,Region/Type,Date,Indicators,Values,Unit
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,229,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,48,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,315,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,44,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,9494,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,5848,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,43715,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,8940,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,12,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,41,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,48,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,12,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,41,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,10,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,12,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,205,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,28,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,136,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,25,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,277,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,29,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,115,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,31,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,124,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,29,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,125,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,29,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,455,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,72,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Primary Schools with Electricity in Rural Areas by District,365,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Primary Schools with Electricity in Urban Areas by District,73,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,592,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,73,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Private Sector Universities by District (Including Sub-Campuses),1,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Rural-Public Sector Educational Institutions,800,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,31110,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,12800,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Students in Primary Schools of Rural Areas by District,103030,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Students in Primary Schools of Urban Areas by District,21149,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,1344,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,502,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Teachers in Primary Schools of Rural Areas by District,2426,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Teachers in Primary Schools of Urban Areas by District,564,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,96,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Total Boys Primary Schools in Rural Areas by District,373,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Total Boys Primary Schools in Urban Areas by District,52,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,49,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Total Girls Primary Schools in Rural Areas by District,282,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Total Girls Primary Schools in Urban Areas by District,29,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Total Middle and Secondary Schools in Rural Areas by District,145,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Total Middle and Secondary Schools in Urban Areas by District,31,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Total Primary Schools in Rural Areas by District,655,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Total Primary Schools in Urban Areas by District,81,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Total Universities by District (Including Sub-Campuses),1,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Total-Public Sector Educational Institutions,912,Number
Pakistan,Khyber Pakhtunkhwa,Nowshera,District,2010,Urban-Public Sector Educational Institutions,112,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Enrolment at Middle and Secondary Stage in Rural Areas by District,24305,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Enrolment at Middle and Secondary Stage in Urban Areas by District,26547,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Enrolment at Primary Stage in Rural Areas by District,90943,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Enrolment at Primary Stage in Urban Areas by District,49448,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Middle and Secondary Schools in Urban Areas by District,75,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,75,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,94,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,74,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Middle and Secondary Schools with Electricity in Rural Areas by District,74,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Middle and Secondary Schools with Electricity in Urban Areas by District,72,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,75,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Primary Schools with Drinking Water Facility in Rural Areas by District,318,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Primary Schools with Drinking Water Facility in Urban Areas by District,166,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,237,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,153,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,401,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,171,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,9843,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,22115,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,49559,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,36680,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,46,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,46,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,60,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,43,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,40,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,41,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,46,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,202,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,98,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,119,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,75,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,275,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,104,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,121,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,117,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,114,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,113,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,154,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,121,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,520,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,264,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Primary Schools with Electricity in Rural Areas by District,356,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Primary Schools with Electricity in Urban Areas by District,228,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,676,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,275,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Private Sector Universities by District (Including Sub-Campuses),7,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Public Sector Universities by District (Including Sub-Campuses),9,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Rural-Public Sector Educational Institutions,894,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,34148,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,48662,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Students in Primary Schools of Rural Areas by District,140502,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Students in Primary Schools of Urban Areas by District,86128,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,1418,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,1837,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Teachers in Primary Schools of Rural Areas by District,2771,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Teachers in Primary Schools of Urban Areas by District,2542,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,94,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Total Boys Primary Schools in Rural Areas by District,457,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Total Boys Primary Schools in Urban Areas by District,181,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,60,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Total Girls Primary Schools in Rural Areas by District,283,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Total Girls Primary Schools in Urban Areas by District,104,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Total Middle and Secondary Schools in Rural Areas by District,154,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Total Middle and Secondary Schools in Urban Areas by District,121,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Total Primary Schools in Rural Areas by District,740,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Total Primary Schools in Urban Areas by District,286,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Total Universities by District (Including Sub-Campuses),16,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Total-Public Sector Educational Institutions,1300,Number
Pakistan,Khyber Pakhtunkhwa,Peshawar,District,2010,Urban-Public Sector Educational Institutions,406,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Boys Enrolment at Middle and Secondary Stage in Rural Areas by District,10162,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Boys Enrolment at Primary Stage in Rural Areas by District,41495,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,29,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,46,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Boys Middle and Secondary Schools with Electricity in Rural Areas by District,13,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Boys Primary Schools with Drinking Water Facility in Rural Areas by District,104,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,12,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,155,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,1517,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,16565,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,2,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,12,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,2,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,52,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,1,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,115,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,31,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,15,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,58,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,156,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Primary Schools with Electricity in Rural Areas by District,13,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,270,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Rural-Public Sector Educational Institutions,648,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,11679,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Students in Primary Schools of Rural Areas by District,58060,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,819,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Teachers in Primary Schools of Rural Areas by District,1531,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,83,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Total Boys Primary Schools in Rural Areas by District,398,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,18,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Total Girls Primary Schools in Rural Areas by District,149,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Total Middle and Secondary Schools in Rural Areas by District,101,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Total Primary Schools in Rural Areas by District,547,Number
Pakistan,Khyber Pakhtunkhwa,Shangla,District,2010,Total-Public Sector Educational Institutions,648,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Enrolment at Middle and Secondary Stage in Rural Areas by District,38196,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Enrolment at Middle and Secondary Stage in Urban Areas by District,6324,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Enrolment at Primary Stage in Rural Areas by District,87858,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Enrolment at Primary Stage in Urban Areas by District,10717,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Middle and Secondary Schools in Urban Areas by District,16,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,127,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,131,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,16,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Middle and Secondary Schools with Electricity in Rural Areas by District,127,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Middle and Secondary Schools with Electricity in Urban Areas by District,16,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,16,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Primary Schools with Drinking Water Facility in Rural Areas by District,470,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Primary Schools with Drinking Water Facility in Urban Areas by District,45,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,422,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,41,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,460,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,39,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,17895,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,6237,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,72512,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,6882,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,9,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,73,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,74,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,9,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,68,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,9,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,9,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,361,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,19,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,329,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,18,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,400,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,20,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,200,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,25,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,195,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,25,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,205,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,25,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,831,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,64,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Primary Schools with Electricity in Rural Areas by District,751,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Primary Schools with Electricity in Urban Areas by District,59,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,860,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,59,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Private Sector Universities by District (Including Sub-Campuses),1,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Rural-Public Sector Educational Institutions,1166,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,56091,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,12561,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Students in Primary Schools of Rural Areas by District,160370,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Students in Primary Schools of Urban Areas by District,17599,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,2157,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,398,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Teachers in Primary Schools of Rural Areas by District,3701,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Teachers in Primary Schools of Urban Areas by District,406,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,136,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Total Boys Primary Schools in Rural Areas by District,548,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Total Boys Primary Schools in Urban Areas by District,45,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,75,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Total Girls Primary Schools in Rural Areas by District,407,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Total Girls Primary Schools in Urban Areas by District,20,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Total Middle and Secondary Schools in Rural Areas by District,211,Number
